Id,Tweet,Class
157805809370279938,"La parte en la que rechaza condenar por ""daño a la integridad moral"" (callarse dónde está el cadáver) me parece la más endeble.",N
767835844904382464,@FannyGEnguix estarás super mona  cuando pueda lo miraré yo también. Me molaría grupal de 'chicas Spidey',P
145428515150512128,"Jajaja me hacéis reír, y MUCHO. Si fuera un pelota os diría que sois los mejores followers del mundo. Pero como soy yo, os digo vais bien.",P
174090330243739648,"Desde la total discrepancia ideológica, todo el apoyo a la gente del diario Público. El cierre de un medio siempre es una mala noticia",N
770612988281618432,@KMinorito Es que solo piensa que todas las canciones tristes que tienen (loser por ejemplo) son basadas en experiencia.. ,N
812433686750756864,"@cmfluisangel ...Misionero ideal, Oh Claret! ...109 beatos nuevos",P
151363672965521408,10 (+2) esenciales del jazz en 2011 http://t.co/RhAXPKqD vía @el_pais,P
149253973180809216,"@Federicoquevedo @@PalomaCervilla pues tampoco te van a dar la exclusiva, mejor, menos competencia",NONE
179592251599618050,El gobierno Rajoy ha indultado a corruptos d CIU condenados x corrupción política en “Caso Treball“La letra pequeña dl pacto... #ppvergencia,N
164311892901367809,Jajajajja me he confundido jopeeeee @jessica_bueno90  ella es la unica mujer de mi vida,NONE
189815389021143041,Crean un banco de productos para mujeres con cáncer de mama http://t.co/H092Elrs,P
161967748765859840,"Me voy a dormir, escuchando cantar al gallo que tiene mi vecino en la sierra... Esto no es por las mañanas????",N
149136575714955264,Muy bien. Un saludo“@hattorimami: @Buenafuente Hola! ¿Cómo estás? お元気ですか？Muchos besos＾＾”,P
153788119769038848,Buen comienzo del año: bloqueados cuatro sectarios de extrema derecha q se creían en posesión de la verdad.,NONE
158306261664935937,Me asombra el extraordinario poder que tiene la envidia en este país.Ignoran que el mal de los otros acaba siendo el propio...,NONE
147357650097680384,Esperando tratamiento...  http://t.co/bzSNqLUj,N
161379221455904768,#Andalucía no es patrimonio de nadie http://t.co/kxyOnQBC @ppandaluz @javierarenas_pp @antoniosanz #elcambioandaluz,NONE
153731004383768577,Buenos días a todos! Así amanece Madrid: http://t.co/siRws386,P
818327602930847744,"Ojalá que los vientos se lleven la mala suerte de la Liga eh Ok, merezco esos unfollows",N
171369434018091009,enhorabuena @KikeMaillo ;-)),P
770639468650954752,"@LaQueSoySiempre @ealbaga Por desgracia vende más  ,riñas,trifulcas,peleas,al cuello!! mátalo!!",N
805585062867693568,"@itsshirrley hizo un tiempazo en una ruta desafiante, ¡felicidades! Es muy muy campeona ️",P
811402705948315648,"@ron_quintanilla @belecastillo jajajaja cual domingo ohhh, estos últimos días me han elotado",P
770376118629203968,Alba Carrillo como buena modelo haciendo gala de su profesión en la entrevista a Willy Toledo  #HableConEllas,P
815273007971180547,No es posible que justo hoy me sienta enferma.,N
799475852350259200,Me gusto mucho #AHSRoanoke fue una temporada muy buena y mucho miedo pero corta ya estoy ansiosa por la temporada 7️,P
156092852143800320,"#Bowie65. Una grabación de la BBC de 1972, con un Bowie muy joven. Ese año aprobé la reválida de 6º. Five Years. http://t.co/qpnqFLPa",P
149217599392186368,La NASA detecta dos planetas del tamaño de la Tierra fuera del Sitema Solar http://t.co/rXHr6UiS,NONE
786076428177661952,"Los recuerdos más importantes y los mejores vividos se quedan en el alma, más en cualquier otra cosa son borrables",NONE
153627106830585856,@Juandecolmenero @carlosecue 5 líneas antes escribe Carlos que se hacen los sorprendidos pero que hace meses que hablaban del 8%.,N
811730133006491648,"El problema de las ofertas ahorita, esque no llegó al mínimo para regalarle a mi amigo secreto. Y siento que lo voa estafar",N
185816029857988609,RT: “@hermanntertsch: Primera condición para que funcione este chanchullo q es siempre la amnistía fiscal es q no nos enteremos ni tú ni yo.,N
808839667181383680,"Qué bonito sentir que estas aquí, junto a mi",P
155234769720975360,"Entrega de condecoraciones en la Pascua Militar #sevillahoy,@zoidoalcalde y autoridades militares http://t.co/fwjgQOV6",NONE
175361538910191617,La presidenta @mdcospedal cumple. El nuevo IRPF de Cospedal http://t.co/Ngii4vS2 vía @eldigitalcastillalamancha,P
179229413974605825,RT @juanluis150: La sombra de la corrupción amenaza a Convergència  http://t.co/MEOzqesK,N
163205412940808192,Contacta con @clienteorbyt y te lo arreglan “@pipipaulis: @pedroj_ramirez ¿Todavía se puede conseguir un ipad suscribiéndose a Orbyt?”,P
184253404514758656,Tiene delito que el que se ponga en la foto con sindicatos sea Valeriano Gomez. El Ministro del Paro del PSOE hasta antes de ayer #caradura,N
177700282627665920,Ayer con Pablo y las Hormigas en @El_Hormiguero http://t.co/tmKWxM4j,NONE
154292069869957120,"@jesusmarana Querido Jesús, un abrazo y mi afecto. Espero que tengáis suerte.",P
152307215045369857,#fb El ministro del Interior anuncia en @OndaCero_es que volverá a existir la Direccion Gneral de Policía y la Direccion Genral de G. Civil,P
164362470151028736,"Yo seguiré escanciando con Preciado. Ánimo, maestro http://t.co/TBgkQRbY",P
815236344796454914,Haikyuu debería tener alrededor de 4400 capítulos para vivir feliz hasta los 95 años,NONE
818666574911602688,"@ushcala ¡Gracias! Ojalá eso sea cierto. Pucha, de verdad uno siente responsabilidad cuando invierten en uno",NONE
149415432632270848,#FF A todos los ministrables que no han pegado ojo.Sobre todo los que no reciben la llamada de Mariano. Queda la pedrea: las scr. de Estado,NONE
177899674550812672,"Si Aguirre y Gallardón se ponen de acuerdo en la existencia de la violencia estructural contra la maternidad,  es que tal cosa no existe.",N
161521173442732032,"Y si te fijas, los no católicos son los q más bombo están dándole al tema. ¿Me sigues? @trasgodegaceta",N
160423865409994754,"Muchas gracias Ana. Un aBrazo RT @AnaReboiras: @AlejandroSanz buenísimo, donde yo trabajo ya han (cont) http://t.co/fjUQ79bE",P
143356195539927042,"Este set lo está ganando el público argentino. Del Potro había tirado la toalla, comenzaron a cantar y van ganado. Rafa puede! #VamosRafa",P
774194312007520256,Ya me encuentro mucho mejor. ,P
177702489603321856,El contrato indefinido es indefinidamente temporal con despido gratuito.,N
149096975906770944,"Elegante y afectuoso Rajoy con #ZP: ""mis mejores deseos... Usted acertó y se equivocó, como todos"" #investidura",P
150545283166646274,"32.010 familias desahuciadas de la vivienda el primer semestre de 2011. La mayoría, sin empleo, no pudieron pagar l hipoteca. ¿justicia?",N
169382741702483969,"Soraya Rodriguez, PSOE ""votaremos que sí a la reforma del sistema financiero porque queremos  hacer oposición útil"" #Congreso",P
178507070897799169,Que partidazo del Bilbao contra el United. Felicidades.. ;),P
189450918104805376,Con una central d compras d medicamentos no ahorras 7.000M€ ni de broma en sanidad. Hay q debatir d ingresos @hermanntertsch @Gato_directo,N
770619157935230976,"@MV3ga hay cosas del hilo con las que discrepo. Como me sigues hace poco, te aviso de que yo hago rt a lo interesante, coincida o no ",NONE
173539189491630080,Palomitas dulces para microondas #fracasoabsoluto http://t.co/Xm08ESJd,N
165013989443645440,ya en @HerreraenlaOnda !!!,NONE
816287041126277120,"¡Buenos días! #YeimyTeMueve a partir de este momento. ""Escribí en tu corazón que cada día es el mejor del año…",P
180737235954573312,La historia de El Rafita es la mejor demostración de que hay que cambiar la Ley del Menor y penalizar más la reincidencia,N
171963831491366912,"Rajoy sobre la carta: ""He firmado porque me parecía que era una buena carta... No hay ningún frente de nadie contra nadie"" Visto en @24h_tve",P
185463694816325632,De mis películas preferidas (watching Primera Plana) http://t.co/LhAj34EE,P
770618684876259328,"@joseplluismunoz @Congreso_Es @WillyVeleta @gerardotc Está de camino, friéndose bajo el sol sevillano ",NONE
149248362913337344,Genial! bit.ly/vDUVEK,P
770382432579248128,#TrendingEstreno mi artista favorito es @LEONBENAVENTETW para ver en el @dcodefest  @Los40Trending,P
184006520667779072,Casi al 90% en Andalucía: PP: 50; PSOE: 47; IU: 12. Muy difícil ya la mayoría absoluta (55) para PP.,NONE
148815565786583040,"Lo de ""España nos está haciendo más pobres"" de Durán es literal",N
152105755548467200,RT @cosechadel66: Los 10 trailers más vistos del año. Un par de minutos para triunfar http://t.co/iC4yuLaJ,P
769906825756106752,"@Serjo77_ ya pero que estoy diciendo que el feminismo no es lo contrario de machismo es el hembrismo q como tu dices, no existe ",NONE
178838274666795008,"Entre 25.000 y 35.000 personas se han manifestado hoy en Madrid convocados por los sindicatos, según cálculos policiales.",NONE
770289307487760385,@Belunitaaa algúno subiria acongojado por los precipicios ,N
171159666972303360,Comenzamos la jornada. #17congresoPP http://t.co/3t2czGiX,NONE
154604389980573698,BUENÍSIMO! RT @Absolutexe Un ragalito; las 100 mejores obras de arte urbano de 2011 http://t.co/6x4FC00D,P
164988015280787456,Portada 20 Minutos - Zaragoza http://t.co/UWmAkse8 ...,NONE
179440494286340096,@rafam_simancas @quediario Gracias!!!! a vosotros.....,P
162305284444913665,Como se nota q hay partido ... paseando por la calle http://t.co/uaaKVkyG,NONE
142935376787554304,Los vándalos le arrancan de nuevo el lápiz a Picasso http://t.co/LfyNuArl,N
770527686116700160,Llevo despierto desde las 8 porque un puto mosquito estaba volando en mi puta oreja y ,N
182546660155592704,"Defendemos los servicios públicos y el salario social, que creamos en Asturias,  frente a la crisis,",P
156637542769364993,"Lamentablemente en Cataluña se prioriza la construcción nacional y las políticas identitarias sobre salud,educación o recuperación económica",N
142483342040907776,Toca @crackoviadeTV3 . Grabación dl especial Navideño...Mari crismas!,P
180650996085698561,En el ecuador de la campaña  #25M: Gracias por el esfuerzo que tod@s estáis haciendo. Somos el partido de la calle y las propuestas.,P
152018567645241344,"""...cuentas bancarias que había aperturado"" dice un portavoz policial en la radio #horror",N
152713042243764224,#FF a @Mai_Madrid porque me saca de los líos en los que me meto.,P
163965328148279296,"Barroso ha dejado la puerta abierta a una renegociación de la cífra de déficit del 4,4 para este año en el Ecofin",N
157548868521832449,Jajaja. Ya Se nota?. Ojala.. Yo voy a hacerlo con toda la pasion del mundo pero luego vosotr@s (cont) http://t.co/M3fue4nU,P
181032084503150592,En el aeropuerto de Oviedo esperando para subirme al avión hacia Madrid,NONE
178835369217900544,"Que pesaos los del feed de @NicolasSarkozy, tuitean cada frase de su discurso. ¿Tuitearán hasta cuando estornude?",N
169867293617160192,@GUTY14HAZ  gracias amigo!!!! Enhorabuena por tu futura boda te deseo lo mejor!,P
166113292127969281,"""Las razones de las Fuerzas Armadas"". Mi columna hoy sobre la etapa Morenés en Defensa, en @LARAZON_es .. @PPopular http://t.co/tRX7aCIm",NONE
162250482570633217,"Camps inocente. ¿Ahora quien le restituye?, ¿qué hará Mariano? El juicio mediático se ha saltado la presunc inoc. @TelediarioInter 20:30",NONE
168739592986574849,"Mañana a las 12h, en la #Biblioteca de la #Escuela de #Arte de Zaragoza acompañada por la Consejera de (cont) http://t.co/SOnUNX0K",NONE
802177481025404929,@dnapa estoy tomándome un jarro REPLETO de eso,NONE
811424553754918914,A estas horas la Av Javier prado libre #salgantodos,P
808431732001161216,"Hoy todos en la oficina se han burlado porque le he pedido a mi amigos secreto #PokemonMoon, me siento ""buliado""",N
770364113579085824,Pensaba que iba a morir en la carretera volviendo de la playa pero he vuelto a Sevilla sano y salvo  vaya tela,N
178150530164592641,@FedericoQuevedo una faena gorda,NONE
770025462152265728,De verdad desde que me puse las gafas moradas no soporto a ningún tío y ,N
800699291127975936,"@randall_ariasg fijo les llego el agua en la madrugada, pobres familias, ahí tanta finca que hay, seguro hasta las cosechas se perdieron",N
772487315042209792,@Se_Wilk @CiutadansCs @PrensaCs @mrhciudadanos @AlfonsoRojoPD Gran capacidad de análisis de @InesArrimadas en esa entrevista. #visión ,P
165751566375190528,"""El PP se fue mintiendo y ha vuelto mintiendo""",N
179970232700506112,"Entre el yerno y los jóvenes parados, se pasa las noches en vela. Menos mal que tiene a los hijos colocados. http://t.co/P7IuKxfQ",N
163945083337584640,Recuperar la confianza http://t.co/zbhIQvFX via @el_plural,P
178507483625684992,@SSantiagosegura más,P
161136610547740673,Vamos @malagacf ;-)),P
812882971791396868,pásala bien con todos tus seres que el amor y la paz llene tu hogar con tus seres queridos y muchos éxitos en todo ¡!!!,NONE
150999704937832448,Turnarse “@CayePache: @pedroj_ramirez No veas con Orbyt y el Ipad mi familia discutiendo usandolos... Alguna solucion jaja feliz navidad”,NONE
818323163041976320,Desearía que aurin no estuviera sucia y mojada para que duerma cnmigo,N
769917463400153093,@mariamira67 que nos regales con capturas de imagen de tus actividades ya no es sorpresa. Lo sorprendente es que tienes inivitado! ,P
155244968074686464,"Cómo me alegro, Rebeca “@RebeDuque: El regalo de mi padre, está más contentoooo! :) @pedroj_ramirez http://t.co/5oTEnRFJ”",P
158246513372442625,“@maria_urraco: @Edurnity Edurne!!! Ya tengo mi entrada para LA ÚLTIMA funcion de Grease!!! http://t.co/AGVzNq4v”,P
812059929213366273,Ya no me quiero mover Estúpidos aeropuertos.,N
171023531885334529,9 pasos básicos para crear una estratégia de marca personal (personal branding) http://t.co/v0Oc61n3 (vía @GeeksRoom),P
148740320337723392,"Y, contra pronósticos, seguimos sin saber la estructura del Gobierno de Rajoy, + allá de q habrá un M. Agricultura #investidura",N
768223225453084674,"@misscatingcat Bueno, al menos has acabado la noche con una hermosa vista  Ami tambien me gusta verlos por la noche ^^",P
816605906716807168,"Me esta encantando la animacion encerio :,) Cuando veo el final me da un poco ganas de llorar :,) Bueno solo me falta background y texto",P
148322051009159168,. @elias Bendodo propone que las diputaciones asuman la administración periférica de la Junta http://t.co/5Glp1WJ8 via @elmundoes,NONE
815231088796672000,"@milatuesta @marisolmelissac @sinparada Las extraño, cuando un skupe grupal",NONE
184861613264863232,Andalucia: Javier Arenas ofrece diálogo para un pacto de gobernabilidad. Los socialistas insisten en que la 1ª opción es IU.,P
816282047044001792,Una de las cosas más maravillosas en mi mundo es salir tarde y llegar a tiempo,P
819228768892059649,@DNchacon Igual vos. Lindo día y un fuerte abrazo,P
775919409596538881,"Si mañana no entra metales, voy a sentir muy mal a la profe hasta que diga que va a revisar suave y sí pasaría, la profe es toda cosi",P
148347389244219392,OS ANIMO A PARTICIPAR/US ANIMO A PARTICIPAR-HI  #maratotv3 http://t.co/VktqAeck,P
156095659907362817,+RT“@pau_Go: La mayoría de los españoles apoya los recortes pero rechaza la subida de impuestos http://t.co/21zx9EA3 #palabrasqueduelen,NONE
158110001779572736,"""No son maneras"", post sobre cómo se está comportando cara al público el Gobierno Rajoy, Soraya y los demás ministros. ...",N
818307265287651328,Ahora queda esperar a que se estrene en nuestra cartelera las últimas películas voceadas para los premios Oscar,NONE
809992014301429760,"Al parecer tu casita no es tan ""ita""...iSe ve divina chinita @KarenSchwarz! Que felicidad por uds. - seguro Dormy tb está re feliz",P
168076800554041344,Mil gracias ;-))) RT @Andreita_ae: @mariviromero felicidadeees!! :) un besoo,P
184951013717975042,#yotrabajomañana,NONE
812440723782008832,@tresciente a mí también; no lo he probado como para opinar,NONE
146976357497315328,"¿""Agresión con cámara fotográfica""? Cuesta mucho creer la versión policial sobre detención de fotoperiodista. http://t.co/bMHI2fqr",N
770227005719715841,venga ya hombre jope tias yo quiero cosas intensas no me hagais estas preguntas ,N
188433092883656704,"Con la entrada de La O terminó el Viernes Sto.Mañana El Sol,Servitas,Sto. Entierro y La Trinidad.En @giraldatv volvems a las 16:30h.Nos vems",NONE
160829481853005825,Es triste...“@mi_caye: La viuda de Gregorio Ordóñez: «San Sebastián es capital de la indignidad» - ABC.es http://t.co/H4pqIgzl via @abc_es”,N
812132589179928576,@alvarezvigo12 jajaaja no es real jaja son canciones nomas,NONE
177104164546023424,Qué soledad la de Andalucía. Única voz disidente. Único voto en contra en el Consejo de Política Fiscal. Y Montoro cuestionando ...,N
188885245179863041,"Buenos días, ¡Domingo de Resurrección! buen día para decidir seguir a Jesús, el único que puede salvar de tus pecados.",P
815693975835344896,@Victoriaasabo vi hasta el 2do episodio pero te hare caso,NONE
819060581076443137,Levántate a hacer pis y de paso háblame,NONE
796855421424324613,Nunca me he ganado nada con @PizzaHutCRC y que chuzo sería probar la nueva pizza esta tarde liberiana está como para la Crown Pizza,P
167279040921747457,Reunión de planificación campaña #elcambioandaluz (@ Partido Popular de Málaga) http://t.co/v1VhSSp8,NONE
158815298999422976,A ver si os gusta! b Dias! El cartero llama dos veces | Intereconomía | 689632 http://t.co/JL9RVpkn via @intereconomia,P
767670654757896192,al menos con ftwd se me hace más ameno esperar a twd en Octubre ,P
771019034498301952,@julioinsadji Estás muy calladito por aquí julio... q n puedo poner la radio ,N
778485882647089152,"Ese momento en el que no puedes dormir y no sabes por qué, pero estás con una sonrisa de oreja a oreja al igual que toda la semana",NONE
756131693627662336,"Tengo 4 horas de ""webin"" y ni idea de qué hacer  Aquí no puedo poner música a lo fiesta patronal como con Sarita o Max",NONE
147637850974851073,"92 meses del Gobierno de Zapatero y... «¡ay, cómo hemos cambiado!» - ABC.es http://t.co/MFZyEPN9 via @abc_es",NONE
819063995126648832,"Mi profe de TCU sí es odioso, a un mae por 9 afiches le dio 90 horas y a mí me dice que me apunte lo que duré, di duré 5 horas",N
180347532503822336,Fantástico. Gracias. RT @eduardosuarez Muchos detalles en este análisis del CFR sobre los talibán. http://t.co/tyQTIgYE #Afganistán,P
142940880964296705,"Noelia, Noelia, Noelia...“@njimenez79:  Me parezco a @pedroj_ramirez en el manejo del iPad. A ver si empiezo a parecerme en lectores!”",NONE
815432284815978496,Hace poquito me dieron las 12 uvas para las 12pm y ya sólo me quedan 5,NONE
178049126993371137,"Con el maestro madrileño David Mora, al que entregué premio del @aytoSalamanca a mejor Faena de la Feria #Salamanca. http://t.co/0LuYjjrm",P
183234937644789760,En los últimos años he aprendido a leer la prensa salmón. No sé x q pienso q en sus páginas vendrá la primera señal de q la tormenta pasa.,P
793311843045380096,"@_Star_Vader Si, no hay que perder la esperanza jaja, digamos tuve muchas eectativas con alguien pero no se dio y tome por gordo",P
159895874535833600,Portada La Gaceta http://t.co/MNVQmXfd ...,NONE
772744002303033344,@SusanaTRuiz eres muy pero que muy inteligente ,P
765276961270820864,"@Trovack somos dos! jaja ahora eres Martín? oye voy para Lima el prox mes, para el reencuentro d la u, avisas si estarás por esos días",NONE
770140633419964416,@Otxu88 espero que fuera todo bien y ahora a por una gran semana ,P
158951544497246208,"gracias! “@InmaBenegasi: @PilarGGranja   Gracias por hacernos entender la economia ,muy buen articulo,bs”",P
758625596419219456,A las 17:30 pillo el bus ,NONE
175259211347935233,¿Cómo pueden ser CCOO y UGT tan mezquinos e insensibles como para desoir a quienes piden que preserven el 11M para recordar a las víctimas?,N
152861284054990848,Y aquí otra muestra (de que sabían lo del 8%) hace un mes http://t.co/LY9t5DaD,N
147301245370109952,"Enhorabuena ;-)) RT @GeneraToday: Muchas gracias @mariviromero por tus ánimos, nos ayudan a seguir creciendo",P
156818657069117440,Este es el especial en el que puedes seguir en EL PAÍS las elecciones de EEUU y ahora mismo las primarias republicanas http://t.co/Lroa6mkk,P
168289249878216704,Hoy a la gripe y al dolor de cabeza y oídos se ha unido una simpática calentura...#hechounoszorros,N
182181516816814080,Muy recomendable! La justicia de los errantes. Jorge Díaz. Edit. Plaza y Janés http://t.co/32k5g75L,P
149048487118520320,"Rajoy dice que el Cjo Europ del día 9 hubo ""mucho palo, pero es un palo en el que yo creo, es verdad que me hubiera gustado mas zanahoria""",NONE
177399696720011264,Pago de cursos a cargos de la Junta de Andalucía a través del ‘fondo de reptiles’ http://t.co/ciN6aMzW,N
148733840171614208,Rajoy anuncia nuevo sistema de nombramientos de órganos reguladores para mejorar su independencia.El congreso tendrá mayor poder de decisión,P
772755920375914496,@Tidxs_ ay  mejor eso que nada no?,P
807171625431027712,"@adricordva pero y que pasa con ""todo lo puedo en cristo que me fortalece"" ""solo Dios le da batallas a los fuertes"" nada de eso? jajajaja",N
818872695039397888,@vicoba89 la verdad es que estamos buscando full time,NONE
159754731215003648,Que he llegado a tiempo para verla ;-))) (watching Downton Abbey) http://t.co/NbbSq00t,P
171510322463645696,"Esta reforma feroz da una patada a la puerta que abrió el gobierno Zapatero. Despido libre, degradación del empleo y dictadura patronal.",N
801801520572493824,"#LatinaTeMaltrata achachaaaaay, primero los ""intocables"" de los realities y ahora esto, se dan cuenta quiénes dirigen la Tv Basura?",N
152877702578323456,#Feliz2012 para @patriestevez porque esta siempre dando mucho cariño y eso no tiene precio,P
182019298196336640,Ya somos más de 23.000. Muchas gracias a todos :-),P
158828882215190529,Ya está aqui Bern Shcuster!!!;)) http://t.co/5PN9EpX5,P
180765651181387776,En el ministerio del Aire han tenido el detalle patriótico de iluminar la bandera. http://t.co/LOdS7GhE,P
818910201239785476,Uno va con confianza al supermercado porque se supone que respetan los precios que ofrecen. En la caja los cambian y no te fijas,N
172393357463658496,"Mi artículo en ESD: ""El dudoso ascenso de Sánchez de León le estalla al ministro del Interior"" http://t.co/T2fTh5qg vía @Semanaldigital",N
772500343477403652,"@jrfern @xarxatic IA no llegó a ser social. Fue un espacio social de dinamización, muy útil, pero con fecha de caducidad. Y abrumador. ",N
770155606514728960,me encantaría mucho tener una buena cámara y saber como usarla a la perfección ,P
769580253459148800,@Idolsftdjom @_jesus_OM @DanieloviedoM obviamente tia JAJAJAJAJA q soy la mayor  osqqqqq pero venir ya ofu,NONE
179493981930004480,Gracias a vosotros y enhorabuena ;-) RT @AERTECsolutions: @mariviromero @josepoyato @diario_sur Muchas gracias por compartir la entrevista,P
143760004057542657,Entiendo que CNN conecte por Skype con disidentes en Siria pero que la mayoría de las conexiones ya sean por cámara de móvil ...,NONE
160206088568967168,Pues en eso estoy RT @DnLTheProvider: @AlejandroSanz Cuando sacas un nuevo ALbum.. la fanaticada esta esperando... #Kieromusicaa,P
146295142733721600,Con Alexander Kwaniewski ex presidente Polonia. Con Polonia tenemos mucho que hacer en Europa Hemos perdido algo el tiempo. Ganemoslo,N
162091663370616832,Ya está aquí el ministro de Economía Luis de Guindos. empezamos la entrevista.,NONE
813939483020328961,"@DraMonicaAF noooo, para nada, bueno fuera En serio? Cuanto le quieren cobrar?",NONE
805302138075303936,@vivihbena ahhh pero ahí estaban las rubias -.- jajaja ( que mal que no se te quite),N
170609615166377984,Encantada de desvirtualizar a @maicagq13 en #17CongresoPP :-),P
815410895333584896,Me daré el abrazo de fin de año sola o khé? por qué se demoran tanto,N
768528725545742336,"Es worth para coger el bonus, pero es mucho más divertido luchar ",NONE
185721649008619520,Cambios en el impuesto de sociedades http://t.co/YLANQFt2,NONE
801705888486752256,"Hace hambrilla, tengo una manzana verde pero no quiero morderla porque luego no me la como toda y se pone fea",NONE
795369188189761536,"Tan rápido Domingo? Yo ni sentí el Viernes. No siento los temblores, los días pasar. Ah, pero ojalá dejara de sentir hambre.",NONE
162119050992959489,Volviendo a la extorsión: Que la q se ejercía sobre los empresarios fuera mas grave que la de los comercios no hace q esta no lo sea 1/2,N
154936025356054530,"Hoy m acompañarán en @13tv_AlDia y @DHAM_13tv , entre otros, Paloma Zorrilla, José Antonio Vera, Luis Solana y Luis Peiro... 21.15 y 00.05h",NONE
167228967173095424,“@alfiefuentes: @AlexdelaIglesia tendrías q haber entrado en Tipos Infames! Y me hubiese dado unos consejitos con mi corto ;)” gran sitio,P
161580441026035712,Buenas noches amigos y enemigos.,NONE
162875711311454208,"García de la Concha dirigirá el Instituto Cervantes. Un tanto deslucido tras el fiasco de Vargas Llosa. Aún así, merecido.",NONE
149238499063758848,Hoy ha sido (aún es) el cumpleaños de @iescolar No creas que iba a acabar el día sin decirte Feliz Cumpleaños!!,P
770235663946018817,He capturado mi primer gimnasio en el Pokemon Go. Cierto es que es probable que no tarden ni 10 minutos en quitarmelo. Pero mola ,P
142509609565962240,“@adri_22_22: #programascambiados es TT gracias a @Carlos_Latre” GRACIAS POR EL BUEN RATO AMIGOS!!;),P
804055966782259200,"Quiero que sepas que desde el fondo de mi corazón, me importa una mrda lo que pienses de mí",N
154221495680380929,"Que miedo, cuando se acabe la navidad y tengamos que enfrentarnos a la realidad, no? #porfiquenolleguereyes",N
813813653841604609,"Me vale madre toda la gente famosa que murió en el 2016, excepto por Keith Emerson, Bowie y Carrie",N
182734167187013632,Malas noticias para los autónomos y pymes. http://t.co/EFB1tmZB,N
818881943110553601,@sergiocaycho hay que vernos porfa,NONE
771432130886901760,@llillitto @CarreraCSIC @TrofeoJose_Cano @correporsiria @mediodemadrid @MitinAtletismo @nortevssur1 gracias  me lo paso genial haciéndolo!,P
179269873103413249,"Con lo que se le están torciendo las cosas a Griñán últimamente, seguro que pierde el cara a cara al que no va Arenas esta noche",N
187492167093202944,".@marianorajoy "" en 2012 nos vamos a gastar casi 5 billones d las antiguas pesetas a pagar intereses de la deuda""",N
149444020454694912,El Círculo es parte de mi vida “@MarianHCL: Preparando la Presentación. Atendiendo llamadas de gente que quiere acudir al #CírculoLogroñes”,P
176305776279826432,"Bienvenido, Tomás. Aprovéchalo “@tarechavaleta: Desde hoy ya soy ""Orbytero"". Ya he empezado a disfrutar de este "" más"" que quiosco virtual”",P
149042064447913984,"Erkoreka (PNV) pide a Rajoy que no gestione el fin de ETA imponiendo mayorías absolutas, sino labrando consensos.",NONE
143793465787039744,"Y hable con el corazón de los afectos Y en esas cosas la Justicia habla idiomas diferentes. Insisto, dusculpad, pero volvería a hacerlo.",NONE
809597426277421056,Extraño a mi mejor amiga carajo díganle pe,N
771092111429083136,"Al final han sido 3h  Bueno, mañana tengo fiesta así que.. No me quejo ",P
157933895805964288,RT por una buena causa: #campañaparaquealmudenasigaentwitter @Almudenafc @Noelia_posse @Adrian_Grande :))),P
151628115561549824,"Termina intervención del Rey con otro cerrado aplauso,más breve y de nuevo un espontáneo Viva el Rey que no ha levantado pasiones.#Congreso",P
187047518864015360,@rrodriguezmaeso Empanado o rebozado?,N
147218603761074177,"Buenos días! Oeoeoeoeoeoeoe 2,4% de share ayer el TD1...!! Enhorabuenaaas a todossss !!!!",P
184558257975730176,Hoy Comité @ppandaluz con @javierarenas_pp (@ cordoba) http://t.co/NkXGVBOs,NONE
177869855876333568,@germanyanke nos vemos en Bucarest en la final? Hacemos la tertulia de RNE desde allí ?,P
171135664073613312,"Bdías. Más de 3.000 orbyteros vieron ayer alguna de las pelis gratis. La + vista El Amante, seguida de Amen y de Ali. Hoy domingo de cine.",P
801513687848779777,"Que bonito, la lluvia regresa cuando me toca ir por mi Hermanita al Kinder",N
770759439347544064,"No, no. Ya no te quiero, me declaro soltera a partir de ahora, me has hecho daño  @carjudi6",N
796897020111941632,"@walfon_ renato solo va por unos cursitos y juega sus jueguitos marveleros ps, al pan pan y al vino vino @RenatoDelgadoR tquiero",NONE
166586568176435200,Con el #gobiernodelcambio los alcaldes volverán al Parlamento de #Andalucía porque son la voz del municipalismo en la Cámara autonómica.,NONE
153050700241321985,75 aniversario de la muerte de Unamuno http://t.co/CqiiFC7P,NONE
808870528631107584,"@drhuerta dr que tratamiento,medicina natural..para las alergias como al aire acondionado, o agentes de este tipo..es una pesadilla",N
181851706139738112,"Muchas gracias ;-)) me alegro q te guste RT @Fran_Vazquez_: @mariviromero Muy bueno el post del Blog, Mariví...",P
164036605429026819,Aqui les mando mi mejor sonrisa! Para empezar una super semana! #1billboards #megustastanto  #Brava y llegamos a la cima! Gracias a todos!,P
172451291010838528,"Portada de 'Público', jueves. Bonificaciones a bancos por no desahuciar; Diccionario Biográfico alternativo. http://t.co/pmksjZ3M",N
145027082857099265,Resumen de la larga y agria noche en Bruselas: pacto fiscal sin Reino Unido y otros http://t.co/Kgw6ZHwX by @basteiro #euco,N
142760416379015168,"""La risa ilumina las almas que están bañadas de tristeza, la sonrisa es la tibia caricia para la helada soledad""W.H. Patrick",P
181706403822571520,"Exceso de hashtags. Facilidad y debilidad del activismo del clic. Participación y banalización, de ideas a etiqueta http://t.co/AJH7Iut5",N
800557534268379136,El que se suba a mi auto sería feliz si le gusta la música pop a todo volumen,P
